Curricular units 1st sem (credited),Debtor,Curricular units 1st sem (grade),Curricular units 2nd sem (without evaluations),Target,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Mother's occupation,Previous qualification,International,Marital status,Father's occupation,Curricular units 1st sem (without evaluations),Age at enrollment,Curricular units 2nd sem (enrolled),Nacionality,Daytime/evening attendance,Tuition fees up to date,Application mode,Curricular units 2nd sem (approved),Mother's qualification,Father's qualification,Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Curricular units 2nd sem (grade)
0,0,10.8,0,Enrolled,5,5,10,1,0,1,7,0,19,5,1,1,1,1,2,1,1,0,13,9,13.5
2,1,10.5,0,Dropout,8,4,5,1,0,1,5,0,26,10,1,0,0,16,7,1,1,5,16,13,10.428571428571429
0,0,15.0,0,Graduate,6,6,9,1,0,2,8,0,31,6,1,1,1,12,5,22,27,0,11,10,12.5
0,1,12.666666666666666,0,Graduate,6,6,10,1,0,1,10,0,19,6,1,1,1,1,6,1,14,0,6,6,14.0
0,0,13.166666666666666,0,Graduate,6,6,1,12,0,1,1,0,28,6,1,1,1,12,6,22,27,0,6,7,13.666666666666666
0,0,0.0,0,Graduate,0,0,10,1,0,1,10,0,20,0,1,1,1,1,0,13,27,0,0,0,0.0
0,0,13.0,0,Graduate,6,6,10,1,0,2,11,0,43,6,1,0,1,1,6,22,1,0,6,6,12.5
0,0,0.0,0,Dropout,0,0,3,12,1,1,8,0,25,0,17,1,1,12,0,1,14,0,0,0,0.0
0,1,10.0,0,Dropout,6,2,10,12,0,1,10,0,40,6,1,1,1,12,1,22,27,0,10,13,15.0
2,0,13.333333333333334,0,Graduate,6,6,2,14,1,1,2,0,20,6,3,1,1,15,5,5,4,1,16,7,13.375
0,0,12.333333333333334,0,Graduate,6,3,10,9,0,2,2,0,46,6,1,0,1,12,6,22,27,0,6,13,13.333333333333334
14,0,13.181818181818182,0,Graduate,21,20,6,1,0,1,8,0,26,14,1,1,1,16,14,13,27,10,18,23,11.642857142857142
0,0,12.513333333333334,0,Graduate,7,6,6,1,0,2,6,0,34,8,1,1,1,12,7,3,1,0,9,7,13.071428571428571
0,0,0.0,0,Dropout,6,0,10,1,0,1,6,0,19,6,1,1,1,9,0,23,27,0,0,0,0.0
0,0,13.585714285714284,0,Graduate,8,7,10,1,0,1,10,0,18,8,1,1,1,1,7,13,14,0,8,8,13.585714285714284
0,0,11.155555555555557,0,Graduate,7,7,5,1,0,1,10,0,18,8,1,1,1,1,8,13,14,0,10,9,11.425
1,0,11.857142857142858,0,Graduate,7,6,10,1,0,1,8,0,37,6,1,0,1,12,5,23,27,1,7,9,12.0
0,0,0.0,0,Graduate,0,0,10,1,0,1,8,0,23,0,1,1,1,8,0,13,28,0,0,0,0.0
9,0,14.0,0,Graduate,14,14,10,1,0,1,8,0,26,13,1,1,1,14,13,13,28,7,13,14,13.615384615384617
0,0,12.0,0,Dropout,6,5,4,1,1,1,6,0,18,6,9,1,0,5,0,13,28,0,0,8,0.0
0,0,11.575,0,Enrolled,7,4,14,1,1,1,5,0,18,7,20,1,1,6,5,3,2,0,10,15,12.419999999999998
0,0,13.198571428571428,0,Graduate,7,7,3,1,0,1,3,0,19,8,1,1,1,8,8,3,3,0,8,8,13.0625
0,0,13.5,0,Graduate,6,6,5,1,1,1,10,0,18,6,9,1,1,5,6,13,1,0,12,10,12.0
0,0,13.333333333333334,0,Dropout,6,6,5,1,0,1,4,0,19,6,1,1,1,1,5,1,3,0,8,6,12.8
0,0,14.25,0,Enrolled,5,4,29,1,1,1,36,0,20,5,15,1,1,8,1,1,1,0,14,10,10.0
0,0,12.166666666666666,0,Graduate,6,6,2,1,0,1,6,0,22,6,1,1,1,8,4,1,1,0,9,7,12.0
0,0,12.214285714285714,0,Graduate,8,7,10,1,0,1,6,0,18,8,1,1,1,1,7,13,1,0,8,8,12.214285714285714
0,0,12.666666666666666,0,Graduate,6,6,6,1,0,1,5,0,18,6,1,1,1,8,6,13,29,0,6,8,13.0
0,0,12.285714285714286,0,Graduate,6,6,6,1,0,1,6,0,18,6,1,1,1,1,6,23,28,0,6,7,13.5
0,0,13.0,0,Graduate,6,6,6,1,0,1,8,0,18,6,1,1,1,1,6,23,27,0,6,7,13.0
0,0,12.142857142857142,0,Graduate,6,6,8,1,0,1,5,0,18,6,1,1,1,1,6,4,3,0,6,8,11.166666666666666
0,0,13.875714285714285,0,Graduate,7,7,8,1,0,1,8,0,19,8,1,1,1,8,7,1,14,0,9,8,13.085714285714284
0,0,0.0,0,Dropout,6,0,6,1,0,1,6,0,20,6,1,1,1,8,0,13,1,0,0,0,0.0
0,0,11.666666666666666,0,Dropout,6,6,10,1,0,1,6,0,19,6,1,1,1,8,0,1,14,0,7,12,0.0
0,0,13.153846153846152,0,Graduate,6,6,5,1,0,1,8,0,18,6,1,1,1,1,3,3,1,0,12,13,11.0
0,0,14.5,0,Dropout,6,6,10,1,0,1,8,0,18,6,1,1,1,1,6,1,1,0,6,6,12.833333333333334
0,0,14.44142857142857,0,Graduate,7,7,8,1,0,1,8,0,18,8,1,1,1,8,8,13,14,0,8,7,13.65625
0,0,15.166666666666666,0,Graduate,6,6,3,1,0,1,7,0,18,6,1,1,1,8,6,3,28,0,7,6,14.285714285714286
0,0,11.6,0,Graduate,5,5,5,1,0,1,9,0,18,5,1,1,1,8,4,13,28,0,12,5,12.625
0,1,11.666666666666666,0,Graduate,6,6,5,1,0,1,8,0,18,6,1,1,1,8,6,1,1,0,6,6,12.333333333333334
0,0,12.625,0,Graduate,6,6,10,14,0,1,7,0,20,6,1,1,1,15,6,22,28,0,10,8,13.2
0,0,12.666666666666666,0,Graduate,6,3,4,1,0,1,6,0,19,6,1,1,1,7,6,23,27,0,7,14,11.0
0,0,12.833333333333334,0,Enrolled,6,6,3,1,0,1,7,1,18,6,1,1,1,8,6,2,14,0,8,7,13.0
0,0,11.857142857142858,0,Graduate,6,6,9,1,0,1,8,0,19,6,1,1,1,1,6,23,28,0,8,7,13.142857142857142
0,0,11.4,0,Enrolled,6,5,2,1,0,1,6,1,19,6,1,1,1,8,4,3,1,0,7,8,10.75
0,0,14.857142857142858,0,Enrolled,5,5,4,1,1,1,3,2,19,5,14,1,1,14,5,3,4,0,7,10,15.142857142857142
0,0,14.714285714285714,0,Graduate,6,6,8,1,0,1,8,0,19,6,1,1,1,1,6,13,14,0,6,7,15.833333333333334
0,1,13.5,0,Graduate,6,6,3,1,1,1,8,0,20,6,12,1,1,6,5,27,1,0,9,6,13.0
0,0,11.5,0,Graduate,5,4,10,1,0,1,6,0,18,5,1,1,1,9,5,23,14,0,5,7,12.4
2,0,14.0,0,Dropout,5,2,5,3,0,1,8,0,33,5,1,1,1,4,0,1,29,0,5,9,0.0
0,0,12.833333333333334,0,Dropout,7,6,5,1,0,1,6,0,19,6,1,1,1,1,0,13,14,0,6,8,0.0
0,0,13.428571428571429,0,Graduate,7,7,10,1,0,1,10,0,18,8,1,1,1,8,8,1,1,0,8,7,14.75
0,0,0.0,0,Dropout,6,0,5,1,0,1,4,0,19,6,1,1,1,8,0,13,1,0,0,0,0.0
0,0,11.666666666666666,0,Enrolled,6,3,7,14,0,1,4,0,19,6,1,1,1,15,4,23,28,0,14,18,11.5
0,0,16.0,0,Graduate,6,6,3,1,0,1,9,0,18,6,1,1,1,1,6,3,1,0,7,6,14.333333333333334
0,0,13.833333333333334,0,Graduate,6,6,10,1,0,1,6,0,20,6,1,1,1,1,6,13,14,0,6,6,11.833333333333334
0,0,13.2325,1,Graduate,8,8,8,1,0,1,8,1,19,8,1,1,1,1,8,13,27,0,9,9,13.2325
0,0,14.0,0,Graduate,6,6,10,1,0,1,10,0,18,6,1,1,1,1,6,13,14,0,6,6,14.166666666666666
0,1,10.0,0,Dropout,6,2,6,1,0,1,4,0,19,6,1,1,1,8,0,1,2,0,6,14,0.0
8,0,13.333333333333334,0,Graduate,16,15,10,1,1,1,10,0,25,13,9,0,1,14,11,22,27,11,13,16,12.272727272727272
0,0,12.5,0,Enrolled,6,6,5,1,0,1,5,0,20,6,1,1,1,8,6,3,3,0,6,6,14.333333333333334
0,0,12.5,0,Graduate,6,6,6,1,0,1,6,0,19,6,1,0,1,1,6,23,27,0,6,6,11.5
0,1,10.5,0,Dropout,5,2,1,1,0,1,1,0,33,5,1,0,1,8,0,19,24,0,5,8,0.0
0,1,10.666666666666666,0,Enrolled,5,3,32,1,0,1,39,0,18,5,1,1,1,9,3,13,28,0,9,11,11.333333333333334
0,0,10.5,3,Enrolled,5,4,6,1,0,1,9,0,18,5,1,1,1,1,2,13,27,0,11,9,10.5
0,0,12.0,0,Graduate,5,4,3,1,1,1,4,0,19,5,12,1,1,6,5,1,1,0,6,10,11.4
0,0,0.0,0,Enrolled,0,0,3,1,0,1,3,0,18,0,1,1,1,1,0,3,3,0,0,0,0.0
0,0,11.5,0,Enrolled,5,5,20,1,0,1,36,0,19,5,1,1,1,14,2,23,14,0,9,11,10.666666666666666
0,0,14.0,0,Dropout,6,6,6,1,0,1,11,0,18,6,1,1,1,1,6,13,1,0,6,6,13.5
0,0,13.5,0,Graduate,6,6,3,1,0,1,8,0,18,6,1,1,1,8,5,3,14,0,8,7,12.6
0,0,13.07375,0,Graduate,8,8,8,1,0,1,8,0,18,8,1,1,1,1,8,13,27,0,8,8,13.07375
0,0,10.75,0,Dropout,7,2,3,12,0,2,11,0,37,7,1,1,1,12,0,23,28,0,9,9,0.0
0,0,12.0,0,Enrolled,6,1,3,1,0,1,5,0,20,5,1,1,1,1,0,23,1,0,10,11,0.0
0,0,14.0,0,Graduate,6,6,6,1,1,1,6,0,20,6,14,1,1,1,6,22,27,0,6,6,13.333333333333334
0,0,12.333333333333334,0,Graduate,6,6,10,1,1,1,7,0,21,6,12,1,1,6,6,13,14,0,7,7,13.428571428571429
0,0,13.464285714285714,0,Graduate,7,7,6,1,0,1,5,0,18,8,1,1,1,8,8,23,1,0,9,7,14.788888888888888
0,0,10.666666666666666,0,Enrolled,6,3,10,1,0,1,9,1,26,6,1,0,1,12,5,13,1,0,9,14,11.2
0,1,11.6,0,Enrolled,5,5,10,9,0,1,8,0,41,5,1,1,1,12,5,22,27,0,8,6,12.2
0,0,13.666666666666666,0,Graduate,6,6,4,1,0,1,10,0,18,6,1,1,1,1,6,13,1,0,6,6,14.666666666666666
0,1,14.4025,1,Graduate,8,8,10,1,0,1,8,1,18,8,1,1,1,1,8,13,27,0,9,9,14.4025
0,0,15.46875,0,Graduate,7,7,10,1,0,1,10,0,31,8,1,1,1,1,8,23,28,0,8,9,16.3875
0,1,12.625,0,Graduate,6,6,5,1,0,1,11,0,23,6,1,1,1,1,6,1,1,0,6,8,14.166666666666666
0,0,14.983333333333334,0,Graduate,7,6,10,1,0,1,10,0,19,7,1,1,1,1,6,22,14,0,7,7,14.983333333333334
0,0,15.0,0,Graduate,6,6,5,1,0,1,10,0,20,6,1,1,1,7,6,22,28,0,6,6,13.0
5,0,15.88888888888889,0,Graduate,9,9,8,1,0,2,6,0,40,7,1,0,1,12,7,22,27,3,7,9,14.142857142857142
0,1,11.5,0,Dropout,6,4,10,14,0,1,10,0,32,6,1,1,1,15,3,22,27,0,14,14,11.0
0,0,10.5,0,Dropout,6,2,10,1,0,1,8,0,24,6,1,1,1,1,1,22,27,0,11,14,10.0
0,0,13.983333333333334,0,Graduate,7,6,6,1,0,1,9,0,18,7,1,1,1,8,6,13,27,0,7,7,13.983333333333334
0,0,13.0,0,Graduate,6,6,10,1,0,1,10,0,18,6,1,1,1,1,6,22,27,0,6,6,12.833333333333334
0,0,13.666666666666666,0,Graduate,6,6,5,1,0,1,8,0,18,6,1,1,1,1,6,13,27,0,6,6,13.0
0,0,0.0,0,Dropout,6,0,5,1,0,1,8,0,27,6,1,1,0,12,0,23,28,0,8,8,0.0
0,0,14.4,0,Graduate,5,5,10,1,0,1,6,0,18,5,1,1,1,1,5,23,27,0,5,5,15.4
0,0,12.0,0,Enrolled,5,4,10,1,0,1,9,0,26,5,1,0,1,12,4,13,27,0,9,10,11.25
0,0,14.166666666666666,0,Graduate,6,6,10,1,0,1,5,0,19,6,1,1,1,1,6,13,10,0,7,6,13.666666666666666
0,0,12.2,0,Graduate,6,5,1,1,0,1,1,0,19,6,1,0,1,8,6,22,24,0,7,8,12.0
0,0,12.0,0,Enrolled,5,3,6,1,0,1,6,1,21,5,1,1,1,9,3,1,27,0,9,8,12.666666666666666
0,0,10.5,0,Enrolled,5,2,5,1,0,1,7,0,24,5,1,1,1,1,1,1,14,0,14,11,11.0
0,0,12.333333333333334,0,Dropout,6,3,10,1,0,1,11,0,20,6,1,1,1,8,2,22,27,0,11,8,10.5
0,0,12.2,0,Enrolled,6,5,6,1,0,1,10,0,18,6,1,1,1,1,5,13,1,0,7,7,12.2
0,0,0.0,0,Dropout,6,0,10,1,0,1,10,0,30,6,1,1,1,12,0,13,14,0,6,6,0.0
0,1,11.5,0,Enrolled,7,6,10,1,0,1,10,0,22,7,1,1,0,1,6,13,27,0,8,10,13.166666666666666
4,0,10.88888888888889,0,Graduate,9,9,10,3,0,1,9,0,21,10,1,1,1,4,10,22,14,3,18,9,11.615384615384617
0,0,12.166666666666666,0,Dropout,7,6,5,1,0,1,6,0,26,8,1,1,1,12,8,13,14,0,8,12,11.675
0,0,10.0,0,Enrolled,5,2,8,1,0,1,8,1,23,5,1,1,1,8,1,13,14,0,9,7,12.0
0,0,12.666666666666666,0,Graduate,6,6,6,1,0,1,10,0,18,6,1,1,1,8,6,13,27,0,6,6,12.166666666666666
0,1,11.4,0,Dropout,6,5,6,1,0,1,10,0,21,6,1,1,1,1,5,1,27,0,8,9,12.2
0,0,0.0,0,Dropout,0,0,10,1,0,1,10,0,18,0,1,1,1,14,0,13,28,0,0,0,0.0
0,0,13.0,1,Enrolled,5,2,6,1,0,1,6,2,21,5,1,1,1,8,4,13,27,0,8,14,12.0
0,0,13.4,0,Enrolled,6,5,8,1,0,1,8,0,18,6,1,1,1,8,5,23,28,0,7,8,12.0
0,0,13.5,0,Dropout,6,6,6,1,0,1,10,0,19,6,1,1,1,8,5,22,27,0,8,6,12.8
0,0,12.25,0,Enrolled,6,4,5,1,0,1,10,0,22,6,1,1,1,8,3,1,1,0,11,14,11.333333333333334
0,0,12.285714285714286,0,Graduate,6,6,6,1,0,1,9,0,19,6,1,1,1,1,6,23,14,0,7,7,12.833333333333334
0,0,0.0,1,Dropout,5,0,10,1,0,1,9,4,19,5,1,1,0,1,0,23,27,0,8,12,0.0
0,0,10.5,0,Dropout,6,2,8,1,0,1,6,0,19,6,1,1,1,8,1,22,27,0,11,10,13.0
0,0,14.0,1,Graduate,5,3,30,14,0,2,43,2,27,5,1,1,1,15,5,22,27,0,8,12,12.0
2,0,14.2,0,Graduate,5,5,6,1,0,1,6,0,22,5,1,1,1,5,5,22,27,0,10,7,12.2
0,0,13.0,0,Dropout,6,5,10,1,0,1,8,0,18,6,1,1,1,1,6,22,1,0,7,8,13.142857142857142
0,0,11.0,0,Graduate,6,6,6,1,0,1,6,0,20,6,1,1,1,8,4,23,28,0,8,6,12.75
3,0,11.0,0,Dropout,8,3,10,1,0,2,10,0,34,7,1,0,1,14,2,22,27,2,7,9,10.0
0,0,12.385714285714286,0,Graduate,7,6,6,1,0,1,9,0,18,8,1,1,1,8,8,1,28,0,9,9,13.755555555555556
0,0,14.75,0,Graduate,6,4,6,1,0,1,6,0,20,6,1,1,1,8,4,1,1,0,7,12,12.25
0,0,16.166666666666668,0,Graduate,5,5,6,1,1,1,6,0,20,5,14,1,1,1,5,1,14,0,6,6,15.833333333333334
0,0,0.0,0,Dropout,5,0,5,1,0,1,10,0,25,5,1,0,1,12,0,1,28,0,8,7,0.0
0,0,12.4,0,Dropout,5,5,3,1,0,1,10,0,18,5,1,1,1,1,3,3,14,0,9,6,13.0
0,0,11.6,0,Dropout,6,5,10,1,0,1,10,0,18,6,1,1,0,1,4,1,1,0,11,8,13.0
0,0,12.2,0,Dropout,6,5,6,1,0,1,8,0,18,6,1,1,1,8,0,13,28,0,13,8,0.0
0,0,11.0,0,Graduate,6,5,6,1,0,1,5,0,19,6,1,1,1,8,5,1,14,0,7,7,12.8
0,0,12.333333333333334,0,Dropout,6,6,6,1,0,1,6,0,19,6,1,1,1,8,5,23,14,0,7,8,12.4
3,0,14.833333333333334,0,Graduate,6,6,6,1,0,1,6,0,21,6,1,1,1,15,6,1,1,2,7,6,12.571428571428571
9,0,11.555555555555555,0,Enrolled,10,9,3,1,0,1,3,0,29,11,1,1,1,13,10,3,2,7,17,15,11.9
0,0,12.0,0,Graduate,6,6,10,1,0,1,10,0,20,6,1,1,1,1,6,1,27,0,6,6,11.833333333333334
13,1,12.727272727272728,0,Graduate,13,11,19,16,0,1,44,0,21,11,1,0,1,16,10,13,27,9,11,13,12.6
2,0,10.5,0,Dropout,2,2,10,1,1,1,9,0,34,1,14,0,1,14,1,22,27,1,1,2,11.0
0,0,12.333333333333334,0,Graduate,6,6,4,1,1,1,10,0,20,6,9,1,1,1,6,1,27,0,6,6,12.0
0,0,0.0,0,Dropout,5,0,10,1,0,1,10,0,24,5,1,0,1,12,1,22,27,0,7,10,12.0
0,0,14.842857142857143,0,Graduate,7,7,5,1,0,1,4,0,18,8,1,1,1,1,8,1,1,0,9,7,14.38888888888889
0,0,12.2,0,Enrolled,7,7,5,1,0,1,5,0,19,7,1,1,1,1,7,1,14,0,7,7,12.2
0,0,10.8,0,Enrolled,5,4,8,1,0,1,8,0,18,5,1,1,1,1,4,1,14,0,10,10,11.75
0,0,12.75,0,Enrolled,5,4,10,1,0,1,6,0,28,5,1,0,1,12,5,23,28,0,7,7,14.333333333333334
0,0,11.0,0,Dropout,5,2,10,1,0,1,8,0,28,5,1,0,1,12,1,1,1,0,12,13,12.0
0,0,10.75,0,Dropout,6,4,1,1,0,1,6,0,20,6,1,1,1,8,0,23,28,0,12,9,0.0
0,0,12.55375,1,Graduate,8,8,8,1,0,1,5,1,22,8,1,1,1,14,8,1,1,0,9,9,12.55375
0,0,12.665714285714284,0,Graduate,8,7,5,1,0,1,5,0,19,8,1,1,1,1,7,13,1,0,8,8,12.665714285714284
0,0,12.714285714285714,0,Enrolled,6,6,8,1,0,1,6,0,20,6,1,1,1,1,4,1,14,0,8,10,13.0
0,0,11.75,0,Dropout,7,2,3,1,0,1,5,0,26,5,1,1,1,12,0,3,1,0,10,7,0.0
0,0,11.0,0,Dropout,6,3,10,1,0,1,10,0,21,6,1,1,0,1,0,22,27,0,14,11,0.0
0,0,0.0,0,Graduate,0,0,3,1,0,1,3,0,18,0,1,1,1,7,0,3,3,0,0,0,0.0
0,0,13.4,0,Graduate,5,5,10,1,0,1,8,0,18,5,1,1,1,8,5,22,28,0,6,5,12.2
14,0,12.578947368421051,0,Graduate,17,17,5,1,0,1,8,0,22,17,1,1,1,1,17,13,14,15,20,21,12.117647058823527
0,0,0.0,0,Dropout,5,0,10,12,0,2,10,0,36,5,1,1,1,12,0,22,27,0,0,0,0.0
0,0,12.0,0,Graduate,6,6,10,1,0,1,10,0,20,6,1,1,1,1,6,23,28,0,8,8,11.5
0,0,12.333333333333334,0,Dropout,6,3,3,1,0,1,3,0,20,6,1,1,1,8,0,3,4,0,9,6,0.0
0,0,11.5,0,Dropout,5,4,6,1,0,1,5,0,25,5,1,0,1,12,3,22,1,0,11,11,13.5
1,0,12.8,0,Graduate,6,5,7,1,0,1,5,0,35,6,1,1,1,12,5,22,14,1,11,7,13.833333333333334
0,0,0.0,0,Dropout,0,0,8,1,0,1,8,0,22,0,1,1,1,1,0,1,27,0,0,0,0.0
5,0,13.285714285714286,0,Enrolled,7,7,4,1,0,1,8,0,26,8,1,1,1,14,7,3,29,3,11,8,12.142857142857142
0,1,11.8,0,Dropout,6,4,10,14,0,1,6,0,20,6,1,1,0,15,2,23,28,0,15,16,12.0
6,0,11.333333333333334,0,Dropout,13,6,10,9,0,1,11,0,50,11,1,0,1,14,2,22,1,2,11,13,13.5
0,0,12.002,1,Dropout,8,5,10,1,0,1,9,1,20,8,1,1,1,1,5,13,28,0,12,12,12.002
0,0,13.976666666666668,0,Enrolled,7,5,3,1,0,1,9,0,20,8,1,1,1,1,8,3,1,0,9,10,13.22222222222222
0,0,15.2,0,Dropout,6,5,3,3,0,1,11,0,35,6,1,1,0,4,1,3,14,1,9,10,11.0
0,0,13.142857142857142,0,Graduate,6,6,5,1,0,1,6,0,19,6,1,1,1,1,6,3,14,0,8,7,14.166666666666666
0,0,0.0,0,Dropout,5,0,6,1,0,2,8,1,43,5,1,1,1,12,0,22,27,0,5,14,0.0
0,0,13.867142857142856,0,Graduate,8,7,3,1,0,1,2,0,19,8,1,1,1,8,7,3,28,0,11,11,13.867142857142856
0,0,12.675,0,Graduate,8,6,10,1,0,1,10,0,25,8,1,1,1,12,6,22,27,0,11,11,12.675
0,0,0.0,0,Graduate,0,0,6,1,0,1,11,0,19,0,1,1,1,7,0,1,3,0,0,0,0.0
0,0,12.0,0,Enrolled,6,6,10,1,0,1,10,0,20,6,1,1,1,8,6,1,14,0,7,6,12.5
0,0,0.0,0,Dropout,0,0,6,1,0,1,6,0,22,0,1,1,1,1,0,23,27,0,0,0,0.0
0,0,11.0,0,Dropout,6,6,4,1,0,1,4,0,19,6,1,1,1,1,5,22,27,0,6,7,12.2
0,0,10.75,0,Dropout,5,4,4,1,0,2,10,0,32,5,1,0,1,12,4,13,27,0,11,11,11.333333333333334
0,0,14.2,0,Graduate,6,5,10,13,0,2,8,0,57,6,1,1,1,12,6,22,27,0,6,7,14.166666666666666
0,0,12.6,0,Dropout,7,4,4,1,0,1,6,0,20,7,1,1,0,1,4,1,14,0,7,11,11.575
0,0,0.0,0,Dropout,5,0,6,1,0,1,6,0,38,5,1,0,0,12,0,1,1,0,5,5,0.0
0,0,14.0,0,Graduate,5,5,10,1,0,2,4,0,45,5,1,0,1,12,5,22,3,0,6,6,14.166666666666666
0,1,10.0,0,Dropout,6,2,10,1,0,2,11,0,43,6,1,1,0,12,4,22,27,0,12,16,12.25
0,0,13.833333333333334,0,Graduate,6,6,10,1,0,1,10,0,19,6,1,1,1,8,6,23,1,0,8,6,13.125
0,0,11.0,0,Dropout,5,2,5,12,0,2,5,0,49,5,1,0,0,12,1,13,14,0,5,8,11.0
0,0,11.635714285714286,0,Enrolled,8,7,10,12,0,2,8,0,43,8,1,1,1,12,7,22,28,0,8,8,11.635714285714286
0,0,12.25,0,Dropout,6,4,10,1,0,1,10,0,34,5,1,0,1,12,0,22,28,0,5,6,0.0
0,1,12.5,0,Enrolled,5,4,6,1,0,1,6,0,18,5,1,1,1,8,5,13,14,0,11,9,11.285714285714286
0,0,13.8,0,Graduate,5,5,2,1,0,2,5,0,43,5,1,0,1,12,5,23,28,0,6,5,13.666666666666666
0,0,12.0,0,Dropout,6,3,10,1,0,1,9,0,21,6,1,1,1,1,1,13,1,0,9,8,11.0
0,0,11.0,1,Enrolled,5,3,13,1,0,2,13,0,40,5,1,0,1,12,4,19,24,0,8,9,12.5
0,0,13.75,0,Graduate,6,4,6,1,0,1,6,0,19,6,1,1,1,8,6,13,27,0,10,7,11.555555555555555
0,0,10.666666666666666,0,Enrolled,6,6,2,1,0,1,2,0,27,6,1,1,1,1,4,22,27,0,8,6,11.25
0,0,0.0,0,Dropout,7,0,10,1,0,2,7,0,43,8,1,1,1,13,2,22,27,0,13,7,13.15
1,0,13.833333333333334,0,Graduate,5,5,10,1,0,1,10,0,31,5,1,0,1,14,5,22,27,0,7,6,15.4
0,1,0.0,0,Enrolled,6,0,19,14,0,1,25,0,26,6,1,1,1,15,0,23,1,0,7,6,0.0
0,0,15.8,0,Graduate,5,5,28,1,0,1,16,0,34,5,1,0,1,12,5,22,28,0,5,5,16.8
11,0,12.52608695652174,1,Graduate,14,12,1,12,0,4,1,1,30,14,1,1,1,14,12,19,24,11,26,26,12.52608695652174
0,0,12.783333333333331,0,Dropout,7,6,8,12,0,2,9,0,36,8,1,1,1,12,0,23,28,0,11,9,0.0
0,1,0.0,0,Dropout,5,0,7,3,0,1,8,0,46,5,1,0,0,4,1,22,27,0,5,5,10.0
0,0,13.0,0,Graduate,5,3,6,1,0,1,10,0,22,5,1,1,1,8,3,1,14,0,8,8,10.666666666666666
0,0,0.0,0,Dropout,6,0,6,3,0,1,10,0,27,6,1,1,1,4,0,1,14,0,10,8,0.0
0,0,10.8,0,Enrolled,5,5,20,1,0,1,43,0,20,5,1,1,1,1,3,1,28,0,9,7,12.0
0,0,11.0,0,Enrolled,5,5,10,1,0,1,9,0,20,5,1,1,1,16,3,13,28,0,7,7,10.0
0,1,0.0,0,Dropout,4,0,12,1,0,1,12,0,31,5,1,1,0,13,0,13,14,0,5,4,0.0
0,1,0.0,0,Enrolled,5,0,10,1,0,1,10,0,20,5,1,1,1,1,0,22,14,0,5,7,0.0
0,0,12.0,0,Dropout,6,2,12,1,0,1,9,0,21,6,1,1,0,8,0,1,28,0,0,10,0.0
0,0,10.75,3,Dropout,5,4,10,1,0,1,8,0,21,5,1,1,1,8,2,13,14,0,10,7,11.0
0,0,11.6,3,Graduate,5,5,10,1,0,1,11,0,19,5,1,1,1,1,4,1,4,0,10,8,13.5
0,0,11.8,0,Graduate,5,5,5,1,0,1,5,0,20,5,1,1,1,8,4,13,14,0,8,6,11.6
0,0,16.0,0,Graduate,6,6,10,1,0,1,5,0,18,6,1,1,1,1,6,23,1,0,6,7,15.166666666666666
0,0,12.666666666666666,0,Graduate,6,6,5,1,0,1,4,0,18,6,1,1,1,1,6,1,1,0,6,6,11.5
0,1,14.4,0,Enrolled,7,4,22,1,0,1,21,0,30,7,1,1,1,12,6,1,2,0,9,12,13.5
0,1,0.0,0,Dropout,6,0,4,12,0,1,2,0,34,6,1,1,0,12,0,13,14,0,6,6,0.0
0,1,12.25,0,Enrolled,6,4,29,1,0,1,36,0,21,6,1,1,0,8,4,13,14,0,9,11,13.4
2,0,12.6,1,Dropout,7,5,10,14,0,1,8,0,20,9,1,1,1,15,8,22,1,5,10,9,12.75
0,0,13.4,0,Graduate,8,7,10,1,0,1,10,0,18,8,1,1,1,1,7,22,27,0,8,8,13.4
0,1,0.0,0,Dropout,0,0,5,1,0,1,4,0,21,0,1,1,1,1,0,1,1,0,0,0,0.0
0,0,10.0,0,Dropout,6,1,3,1,0,2,3,0,26,6,1,1,1,13,0,3,1,0,6,9,0.0
0,1,0.0,5,Dropout,5,0,8,1,0,1,4,0,20,5,1,1,1,8,0,23,14,0,5,5,0.0
0,0,11.25,0,Dropout,6,3,2,14,0,1,10,0,25,6,1,1,1,15,4,1,28,0,14,16,11.2
0,0,0.0,0,Enrolled,5,0,5,1,0,1,5,0,19,5,1,1,1,8,0,1,1,0,5,10,0.0
0,0,10.666666666666666,0,Dropout,5,3,5,1,0,1,2,1,24,5,1,1,1,12,1,13,5,0,5,8,14.0
0,0,11.75,0,Graduate,5,4,3,1,0,1,3,0,20,5,1,1,1,1,5,3,3,0,5,7,13.4
0,0,0.0,0,Dropout,5,0,10,1,0,1,6,0,20,5,1,1,1,1,0,1,3,0,5,5,0.0
0,0,12.666666666666666,0,Graduate,6,6,10,1,0,1,7,0,18,6,1,1,1,3,6,3,1,0,8,6,14.125
0,0,11.95,0,Enrolled,7,7,10,1,0,4,3,0,25,8,1,1,1,12,7,13,3,0,15,14,12.042857142857144
0,0,14.0,0,Graduate,6,5,10,1,0,1,7,0,22,6,1,1,1,8,6,23,27,0,6,7,15.666666666666666
0,0,0.0,0,Dropout,6,0,1,1,0,1,7,6,41,6,1,0,0,14,0,22,27,0,12,6,0.0
0,1,11.5,0,Dropout,5,2,8,1,0,1,10,0,19,5,1,1,1,1,0,22,28,0,10,11,0.0
